ID,Label
420,1
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,0
432,1
433,1
434,1
435,0
436,1
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,0
448,0
449,0
450,0
451,0
452,1
453,1
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,1
470,0
471,0
472,0
473,0
474,0
475,1
476,0
477,1
478,0
479,0
480,1
481,0
482,1
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,1
491,0
492,0
493,0
494,1
495,0
496,1
497,0
498,0
499,1
500,0
501,1
502,1
503,0
504,0
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,0
513,1
514,0
515,0
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,0
526,1
527,0
528,1
529,1
530,0
531,1
532,0
533,0
534,1
535,1
536,0
537,1
538,0
539,0
540,0
541,0
542,1
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,1
560,0
561,0
562,1
563,0
564,0
565,0
566,1
567,0
568,1
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,1
577,0
578,1
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,0
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,0
599,0
600,0
601,1
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,0
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,1
618,1
619,1
620,0
621,1
622,0
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,0
632,0
633,1
634,0
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,1
649,1
650,0
651,0
652,0
653,1
654,1
655,0
656,1
657,0
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,1
672,1
673,0
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,0
715,0
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,0
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,0
737,0
738,0
739,0
740,0
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,0
755,1
756,0
757,1
758,1
759,1
760,0
761,0
762,1
763,1
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,0
773,1
774,0
775,1
776,1
777,1
778,1
779,1
780,1
781,0
782,0
783,1
784,1
785,1
786,1
787,0
788,1
789,1
790,0
791,1
792,0
793,0
794,1
795,0
796,0
797,1
798,1
799,1
800,1
801,0
802,0
803,0
804,0
805,0
806,0
807,1
808,0
809,1
810,0
811,0
812,1
813,0
814,0
815,0
816,1
817,0
818,1
819,0
820,0
821,0
822,1
823,1
824,0
825,0
826,1
827,1
828,1
829,1
830,0
831,1
832,0
833,0
834,1
835,0
836,0
837,1
838,0
839,0
840,0
841,0
842,1
843,1
844,0
845,1
846,1
847,0
848,1
849,0
850,0
851,1
852,1
853,0
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,1
863,1
864,0
865,0
866,1
867,0
868,1
869,0
870,1
871,0
872,1
873,1
874,0
875,0
876,0
877,1
878,0
879,0
880,1
881,1
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,0
890,0
891,0
892,1
893,0
894,0
895,0
896,1
897,1
898,1
899,1
900,0
901,1
902,1
903,0
904,1
905,0
906,0
907,1
908,0
909,1
910,0
911,1
912,1
913,1
914,0
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,1
923,0
924,1
925,1
926,0
927,0
928,0
929,0
930,0
931,1
932,1
933,1
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,0
943,1
944,0
945,0
946,1
947,0
948,0
949,1
950,1
